trade_num,entry_date,exit_date,days_held,position_size,position_type,entry_price,exit_price,price_change,price_change_pct,trade_return_pct,profit_loss,entry_fg_value,entry_fg_change,entry_fg_momentum_short,entry_fg_momentum_medium,entry_fg_momentum_long,entry_fg_velocity,entry_fg_acceleration,entry_fg_zscore,entry_volatility,entry_price_momentum,entry_fg_price_corr,exit_fg_value,exit_fg_momentum_short,exit_fg_velocity,exit_volatility,entry_signal_strength
11,2011-11-07,2011-11-09,2,1.4949999999999999,LONG,98.55548095703125,96.13572692871094,-2.4197540283203125,-2.455220150947557,-3.6705541256665972,LOSS,65,5.0,2.3333333333333357,2.6666666666666643,1.0,1.0,1.6666666666666665,1.644372729110463,0.2665098777446482,0.021252477524866364,0.9331274740544484,59,-4.0,-0.3333333333333333,0.30339726002988787,1.4520000000000002
12,2011-11-25,2011-12-01,6,1.7939999999999998,LONG,90.81216430664062,97.54855346679688,6.73638916015625,7.417937025936139,13.307779024529431,PROFIT,51,12.0,7.333333333333336,5.666666666666664,-0.1666666666666643,2.6666666666666665,5.0,0.517817946919963,0.2578504735516392,-0.058570363503933076,0.7475317262506956,61,-2.3333333333333357,1.3333333333333333,0.29132648726844135,1.32
13,2011-12-02,2011-12-05,3,1.38,LONG,97.46272277832031,98.5242919921875,1.0615692138671875,1.089205373711688,1.5031034157221292,PROFIT,67,6.0,2.0,6.166666666666664,13.583333333333336,1.6666666666666667,0.3333333333333335,1.368859151496313,0.2837487906235098,0.015204959641228255,0.6981947958748266,66,1.3333333333333286,-0.3333333333333333,0.2856278521012924,1.4520000000000002
14,2011-12-19,2011-12-27,8,1.7939999999999998,LONG,94.49092864990234,99.36121368408203,4.8702850341796875,5.154235548075259,9.246698573247013,PROFIT,74,14.0,9.0,11.666666666666664,9.833333333333329,4.333333333333333,3.0,1.4917811230348286,0.25366714640336707,-0.01186733124467343,0.6128827207239795,75,-1.6666666666666714,0.3333333333333333,0.2309953745103778,1.32
15,2012-01-09,2012-01-20,11,1.38,LONG,100.56304931640625,103.65021514892578,3.0871658325195312,3.069880889158627,4.236435627038905,PROFIT,81,3.0,2.0,3.3333333333333286,4.333333333333329,1.3333333333333333,1.0,1.7463549884872807,0.17872968292996522,0.025435495301467492,0.7891139141524676,88,-1.0,0.0,0.10487125057591705,1.4520000000000002
16,2012-01-31,2012-02-07,7,1.265,LONG,103.15531158447266,105.8810806274414,2.72576904296875,2.6423933010339073,3.3426275258078926,PROFIT,85,3.0,2.0,1.3333333333333286,-0.5833333333333286,1.0,1.6666666666666665,1.2090696909550354,0.08733196926450072,0.009691867948845134,0.8506564735383395,86,-1.3333333333333286,-0.6666666666666666,0.08551152811295802,1.4520000000000002
17,2012-03-09,2012-03-16,7,1.9734,LONG,108.06485748291016,110.69231414794922,2.6274566650390625,2.431370129234267,4.798065813030902,PROFIT,70,7.0,5.0,4.666666666666671,-0.1666666666666714,2.3333333333333335,3.3333333333333335,-0.9540563517060653,0.0990725728800582,0.009106901254640531,-0.5776224020783409,77,-1.3333333333333286,-0.6666666666666666,0.10276222986754824,1.4520000000000002
18,2012-04-25,2012-05-03,8,1.6445,LONG,109.81656646728516,109.86385345458984,0.0472869873046875,0.043059976127346467,0.07081213074142127,PROFIT,38,4.0,2.6666666666666643,2.6666666666666643,1.3333333333333357,1.0,1.3333333333333333,-1.6309022829806987,0.14281185195211232,0.003167699480336683,0.7693493166193364,41,-0.6666666666666643,-0.6666666666666666,0.1412203646993643,1.8876000000000004
19,2012-06-04,2012-06-14,10,1.6445,LONG,101.06687927246094,105.30364227294922,4.236763000488281,4.192039005247805,6.893808144130016,PROFIT,14,4.0,2.666666666666666,1.833333333333334,0.9166666666666661,0.6666666666666666,2.0,-1.2906184018327345,0.1465010055929236,-0.035449787215969586,0.9458417940232386,27,4.333333333333332,2.3333333333333335,0.18828625401798438,1.32
20,2012-06-15,2012-06-21,6,1.7939999999999998,LONG,106.38063049316406,105.03241729736328,-1.3482131958007812,-1.2673483786951434,-2.273622991379087,LOSS,35,8.0,8.0,11.333333333333332,16.583333333333332,4.333333333333333,1.9999999999999996,0.062286403955331165,0.1824856002399748,0.023456644623512046,0.8489998283337215,33,-2.0,-1.0,0.19229004497540303,1.4520000000000002
21,2012-06-25,2012-07-05,10,1.4949999999999999,LONG,104.14420318603516,108.48221588134766,4.3380126953125,4.165390451510209,6.227258725007762,PROFIT,39,6.0,4.0,3.5,9.416666666666668,1.0,2.0,0.5714166870280196,0.20253933459827675,-0.00416300164410921,0.7043505676791403,55,-1.6666666666666643,0.6666666666666666,0.17292137231918742,1.32
22,2012-07-16,2012-07-20,4,1.7939999999999998,LONG,107.40367126464844,108.22842407226562,0.8247528076171875,0.7679000148746784,1.377612626685173,PROFIT,48,3.0,2.3333333333333357,2.1666666666666643,-1.75,1.3333333333333333,2.333333333333333,1.1938322745556942,0.1708819123846503,0.006409441148633732,0.8342196439788815,51,-0.3333333333333357,-0.3333333333333333,0.15229863129450238,1.4520000000000002
