Timestamp,Action,Symbol,Quantity,Price,FGI_Value,FGI_Momentum,FGI_Velocity,Volatility,Portfolio_Value,Buying_Power,Signal_Reason,Days_Held
2026-05-07 06:30:02,NO_ACTION,SPY,0,735.065,68.63,2.6099999999999994,0.8399999999999986,0.1017,25478.78,3918.2,Holding position - indicators still favorable (1/8 days),1
2026-05-08 06:34:06,SOLD,SPY,64,735.05,66.77,-0.7833333333333456,1.5333333333333314,0.1046,25477.5,3900.28,Momentum reversal or high volatility,2
2026-05-11 06:30:04,NO_ACTION,SPY,0,736.53,66.91,-0.526666666666685,-0.11666666666666951,0.1045,25389.79,3637.18,"SELL order submission failed after 3 attempts: {""code"":40010001,""message"":""qty must be \u003e 0""}",5
2026-05-12 06:30:04,NO_ACTION,SPY,0,736.98,65.91,-0.6200000000000045,-0.9066666666666663,0.1025,25355.23,3533.5,"SELL order submission failed after 3 attempts: {""code"":40010001,""message"":""qty must be \u003e 0""}",6
2026-05-13 06:30:03,NO_ACTION,SPY,0,738.3,65.54,-0.5799999999999983,-0.4099999999999966,0.099,25292.51,3345.34,"SELL order submission failed after 3 attempts: {""code"":40010001,""message"":""qty must be \u003e 0""}",7
2026-05-14 06:30:03,NO_ACTION,SPY,0,743.72,64.37,-0.9033333333333502,-0.846666666666664,0.0979,24937.95,2281.66,"SELL order submission failed after 3 attempts: {""code"":40010001,""message"":""qty must be \u003e 0""}",8
2026-05-15 07:31:02,NO_ACTION,SPY,0,741.510009765625,65.37,0.2766666666666566,-0.17999999999999736,0.0994,24673.63,49347.26,Insufficient momentum/velocity for entry,0
2026-05-18 06:30:03,NO_ACTION,SPY,0,739.86,62.91,-1.3066666666666862,-0.8766666666666699,0.1074,24673.63,49347.26,Insufficient momentum/velocity for entry,0
2026-05-19 06:30:03,NO_ACTION,SPY,0,734.855,62.17,-1.3133333333333397,-0.7333333333333343,0.1069,24673.63,49347.26,Insufficient momentum/velocity for entry,0
2026-05-20 06:30:03,NO_ACTION,SPY,0,735.64,59.26,-2.1866666666666816,-2.036666666666669,0.107,24673.63,49347.26,Insufficient momentum/velocity for entry,0
2026-05-21 06:30:02,NO_ACTION,SPY,0,738.64,60.83,0.07666666666666089,-0.6933333333333328,0.1071,24673.63,49347.26,Insufficient momentum/velocity for entry,0
2026-05-22 06:30:02,NO_ACTION,SPY,0,746.1,58.03,-1.3433333333333408,-1.3800000000000001,0.1048,24673.63,49347.26,Insufficient momentum/velocity for entry,0
2026-05-26 06:30:03,NO_ACTION,SPY,0,750.05,58.57,-0.5733333333333448,-0.22999999999999923,0.103,24673.63,49347.26,Insufficient momentum/velocity for entry,0
2026-05-27 06:33:21,NO_ACTION,SPY,0,750.9,61.4,2.0666666666666558,0.19000000000000009,0.1042,24673.63,49347.26,BUY order submission failed after 3 attempts,0
2026-05-28 06:33:18,NO_ACTION,SPY,0,750.37,61.2,0.8099999999999952,1.0566666666666673,0.1011,24673.63,49347.26,BUY order submission failed after 3 attempts,0
2026-05-29 06:21:03,SOLD,SPY,65,755.68,60.31,-0.6600000000000037,0.5800000000000006,0.101,25042.83,50085.66,Momentum reversal or high volatility,1
2026-06-01 09:35:02,NO_ACTION,SPY,0,755.63,59.17,-1.056666666666679,-0.7433333333333323,0.55,25042.81,50085.62,Insufficient momentum/velocity for entry,0
2026-06-02 09:35:02,NO_ACTION,SPY,0,757.46,56.43,-2.2066666666666777,-1.590000000000001,0.55,25042.81,50085.62,Insufficient momentum/velocity for entry,0
2026-06-03 09:35:01,NO_ACTION,SPY,0,758.44,56.29,-1.006666666666682,-1.340000000000001,0.55,25042.81,50085.62,Insufficient momentum/velocity for entry,0
2026-06-04 09:35:01,NO_ACTION,SPY,0,752.55,52.89,-2.3133333333333397,-2.0933333333333337,0.55,25042.81,100171.24,Insufficient momentum/velocity for entry,0
2026-06-05 09:35:01,NO_ACTION,SPY,0,752.43,54.11,-0.3200000000000074,-0.7733333333333334,0.55,25042.81,100171.24,Insufficient momentum/velocity for entry,0
2026-06-08 09:35:02,NO_ACTION,SPY,0,742.03,42.26,-7.493333333333354,-4.676666666666667,0.55,25042.81,100171.24,Insufficient momentum/velocity for entry,0
2026-06-09 09:35:02,NO_ACTION,SPY,0,743.88,39.77,-5.609999999999999,-4.373333333333332,0.55,25042.81,100171.24,Insufficient momentum/velocity for entry,0
2026-06-10 09:35:01,NO_ACTION,SPY,0,731.72,32.37,-5.76333333333335,-7.246666666666667,0.55,25042.81,100171.24,Insufficient momentum/velocity for entry,0
2026-06-11 09:35:02,NO_ACTION,SPY,0,727.08,26.94,-6.086666666666677,-5.106666666666666,0.55,25042.81,100171.24,Insufficient momentum/velocity for entry,0
2026-06-12 09:35:01,NO_ACTION,SPY,0,738.25,31.4,1.1633333333333233,-2.7900000000000014,0.55,25042.81,100171.24,Insufficient momentum/velocity for entry,0
2026-06-15 09:36:56,NO_ACTION,SPY,0,752.84,35.49,4.2133333333333205,1.0400000000000016,0.55,25042.81,100171.24,BUY did not fill after 3 attempts,0
2026-06-16 09:35:50,NO_ACTION,SPY,0,755.2,41.29,5.22999999999999,4.783333333333332,0.55,25104.64,75947.16,SELL incomplete - still holding 32 after 5 attempts,1
2026-06-17 09:35:32,NO_ACTION,SPY,0,750.7,39.06,0.44666666666665833,2.5533333333333346,0.55,25104.08,100416.32,BUY did not fill after 3 attempts,0
2026-06-18 09:37:20,NO_ACTION,SPY,0,746.05,32.6,-5.050000000000011,-0.9633333333333335,0.55,24937.84,70263.22,SELL incomplete - still holding 33 after 5 attempts,1
2026-06-22 09:35:49,NO_ACTION,SPY,0,748.05,37.26,0.9533333333333189,-1.3433333333333337,0.55,25065.52,70620.69,SELL incomplete - still holding 33 after 5 attempts,2
2026-06-23 09:35:01,NO_ACTION,SPY,0,733.76,32.06,-1.9133333333333482,-2.3333333333333335,0.55,25091.24,100364.96,Insufficient momentum/velocity for entry,0
2026-06-24 09:35:01,NO_ACTION,SPY,0,736.74,27.34,-4.880000000000013,-1.7533333333333339,0.55,25091.24,100364.96,Insufficient momentum/velocity for entry,0
2026-06-25 09:35:02,NO_ACTION,SPY,0,737.49,26.09,-2.4066666666666805,-3.7233333333333327,0.55,25091.24,100364.96,Insufficient momentum/velocity for entry,0
2026-06-26 09:35:02,NO_ACTION,SPY,0,728.1,24.31,-1.603333333333346,-2.5833333333333344,0.55,25091.24,100364.96,Insufficient momentum/velocity for entry,0
2026-06-29 09:35:02,NO_ACTION,SPY,0,738.57,25.11,-0.06000000000001293,-0.7433333333333335,0.55,25091.24,100364.96,Insufficient momentum/velocity for entry,0
2026-06-30 09:36:15,NO_ACTION,SPY,0,741.14,27.23,1.679999999999989,0.38000000000000017,0.55,25092.5,49619.25,BUY did not fill after 3 attempts,0
2026-07-01 09:38:01,NO_ACTION,SPY,0,742.63,30.97,3.1999999999999886,2.22,0.55,25118.51,100474.04,SELL incomplete - still holding 51 after 5 attempts,1
2026-07-02 09:36:26,NO_ACTION,SPY,0,748.77,30.34,0.8266666666666538,1.7433333333333334,0.55,25132.12,60984.98,BUY did not fill after 3 attempts,0
2026-07-06 09:35:49,NO_ACTION,SPY,0,749.0,37.51,4.569999999999993,3.426666666666666,0.55,25119.79,60950.44,SELL incomplete - still holding 44 after 5 attempts,1
2026-07-07 09:37:04,NO_ACTION,SPY,0,750.05,44.29,6.9099999999999895,4.44,0.55,25095.0,86887.38,BUY did not fill after 3 attempts,0
2026-07-08 09:35:49,NO_ACTION,SPY,0,743.5,43.71,1.8733333333333277,4.456666666666667,0.55,24880.22,70092.93,SELL incomplete - still holding 33 after 5 attempts,1
2026-07-09 09:35:02,NO_ACTION,SPY,0,747.7,43.74,-0.17333333333334622,2.076666666666668,0.55,24885.15,99540.6,Insufficient momentum/velocity for entry,0
2026-07-10 09:35:33,NO_ACTION,SPY,0,752.62,45.89,1.443333333333321,0.5333333333333338,0.55,24885.15,99540.6,BUY did not fill after 3 attempts,0
2026-07-13 09:35:48,NO_ACTION,SPY,0,753.58,48.06,2.16333333333332,1.4500000000000004,0.55,24911.06,70703.7,SELL incomplete - still holding 32 after 5 attempts,1
2026-07-14 09:35:01,NO_ACTION,SPY,0,749.51,41.54,-3.623333333333349,-0.7333333333333343,0.55,24905.41,99621.64,Insufficient momentum/velocity for entry,0
2026-07-15 09:35:01,NO_ACTION,SPY,0,754.9,45.6,0.5333333333333172,-0.09666666666666639,0.55,24905.41,99621.64,Insufficient momentum/velocity for entry,0
2026-07-16 09:35:01,NO_ACTION,SPY,0,752.5,47.97,2.933333333333316,-0.030000000000001137,0.55,24905.41,99621.64,Insufficient momentum/velocity for entry,0
