Date,Close
2011-01-03,96.92818450927734
2011-01-04,96.87477111816406
2011-01-05,97.37828826904297
2011-01-06,97.18757629394531
2011-01-07,96.99685668945312
2011-01-10,96.87477111816406
2011-01-11,97.21807861328125
2011-01-12,98.0954360961914
2011-01-13,97.93521881103516
2011-01-14,98.64472961425781
2011-01-18,98.81257629394531
2011-01-19,97.84368896484375
2011-01-20,97.7139663696289
2011-01-21,97.93521881103516
2011-01-24,98.49213409423828
2011-01-25,98.54553985595703
2011-01-26,98.927001953125
2011-01-27,99.171142578125
2011-01-28,97.43929290771484
2011-01-31,98.17171478271484
2011-02-01,99.74331665039062
2011-02-02,99.5526123046875
2011-02-03,99.77384948730469
2011-02-04,100.05611419677734
2011-02-07,100.68169403076172
2011-02-08,101.13946533203125
2011-02-09,100.91057586669922
2011-02-10,100.94873809814453
2011-02-11,101.55143737792969
2011-02-14,101.79552459716797
2011-02-15,101.47510528564453
2011-02-16,102.1159896850586
2011-02-17,102.42115783691406
2011-02-18,102.63475036621094
2011-02-22,100.57489013671875
2011-02-23,99.95694732666016
2011-02-24,99.88824462890625
2011-02-25,100.95636749267578
2011-02-28,101.5819320678711
2011-03-01,99.88824462890625
2011-03-02,100.10189056396484
2011-03-03,101.82608795166016
2011-03-04,101.06314849853516
2011-03-07,100.26971435546875
2011-03-08,101.14710235595703
2011-03-09,101.00212860107422
2011-03-10,99.13299560546875
2011-03-11,99.81964874267578
2011-03-14,99.21691131591797
2011-03-15,98.08013916015625
2011-03-16,96.26441192626953
2011-03-17,97.53849029541016
2011-03-18,97.89326477050781
2011-03-21,99.4103775024414
2011-03-22,99.06556701660156
2011-03-23,99.34911346435547
2011-03-24,100.29920959472656
2011-03-25,100.60572052001953
2011-03-28,100.36048889160156
2011-03-29,101.03477478027344
2011-03-30,101.7320556640625
2011-03-31,101.59414672851562
2011-04-01,102.02324676513672
2011-04-04,102.10753631591797
2011-04-05,102.09219360351562
2011-04-06,102.41401672363281
2011-04-07,102.15351867675781
2011-04-08,101.80104064941406
2011-04-11,101.49453735351562
2011-04-12,100.7359619140625
2011-04-13,100.728271484375
2011-04-14,100.80491638183594
2011-04-15,101.1727523803711
2011-04-18,100.0387191772461
2011-04-19,100.61335754394531
2011-04-20,101.98491668701172
2011-04-21,102.50597381591797
2011-04-25,102.398681640625
2011-04-26,103.27986145019531
2011-04-27,103.95411682128906
2011-04-28,104.291259765625
2011-04-29,104.53642272949219
2011-05-02,104.37555694580078
2011-05-03,104.00010681152344
2011-05-04,103.31049346923828
2011-05-05,102.37568664550781
2011-05-06,102.82776641845703
2011-05-09,103.22623443603516
2011-05-10,104.10736846923828
2011-05-11,103.01168823242188
2011-05-12,103.50206756591797
2011-05-13,102.7051773071289
2011-05-16,102.05389404296875
2011-05-17,102.03857421875
2011-05-18,102.95035552978516
2011-05-19,103.19554901123047
2011-05-20,102.37568664550781
2011-05-23,101.18803405761719
2011-05-24,101.10371398925781
2011-05-25,101.44091796875
2011-05-26,101.9083251953125
2011-05-27,102.299072265625
2011-05-31,103.36415100097656
2011-06-01,101.04243469238281
2011-06-02,100.93517303466797
2011-06-03,99.93144989013672
2011-06-06,98.87406921386719
2011-06-07,98.81275177001953
2011-06-08,98.39896392822266
2011-06-09,99.14987182617188
2011-06-10,97.77069091796875
2011-06-13,97.84725952148438
2011-06-14,99.0886001586914
2011-06-15,97.32624816894531
2011-06-16,97.54080200195312
2011-06-17,97.83187103271484
2011-06-20,98.33238220214844
2011-06-21,99.67994689941406
2011-06-22,99.07929992675781
2011-06-23,98.79442596435547
2011-06-24,97.64705657958984
2011-06-27,98.51717376708984
2011-06-28,99.8031234741211
2011-06-29,100.6578598022461
2011-06-30,101.62040710449219
2011-07-01,103.12194061279297
2011-07-05,103.03722381591797
2011-07-06,103.16046142578125
2011-07-07,104.23078155517578
2011-07-08,103.49153900146484
2011-07-11,101.62040710449219
2011-07-12,101.18148803710938
2011-07-13,101.52027893066406
2011-07-14,100.819580078125
2011-07-15,101.4048080444336
2011-07-18,100.57315826416016
2011-07-19,102.20559692382812
2011-07-20,102.14400482177734
2011-07-21,103.56085968017578
2011-07-22,103.63018035888672
2011-07-25,103.05265808105469
2011-07-26,102.6676254272461
2011-07-27,100.56547546386719
2011-07-28,100.27285766601562
2011-07-29,99.58751678466797
2011-08-01,99.16402435302734
2011-08-02,96.63062286376953
2011-08-03,97.15425872802734
2011-08-04,92.60337829589844
2011-08-05,92.46479034423828
2011-08-08,86.44317626953125
2011-08-09,90.46271514892578
2011-08-10,86.46627807617188
2011-08-11,90.34720611572266
2011-08-12,90.95553588867188
2011-08-15,92.88063049316406
2011-08-16,92.08747100830078
2011-08-17,92.1490707397461
2011-08-18,88.17575073242188
2011-08-19,86.73578643798828
2011-08-22,86.80508422851562
2011-08-23,89.66188049316406
2011-08-24,90.92475891113281
2011-08-25,89.53868103027344
2011-08-26,90.84003448486328
2011-08-29,93.4504165649414
2011-08-30,93.69682312011719
2011-08-31,94.11264038085938
2011-09-01,93.12699890136719
2011-09-02,90.74761199951172
2011-09-06,90.08541107177734
2011-09-07,92.62649536132812
2011-09-08,91.66394805908203
2011-09-09,89.26146697998047
2011-09-12,89.83899688720703
2011-09-13,90.6629409790039
2011-09-14,91.91803741455078
2011-09-15,93.50431823730469
2011-09-16,94.05772399902344
2011-09-19,93.12118530273438
2011-09-20,93.01282501220703
2011-09-21,90.2728271484375
2011-09-22,87.35482025146484
2011-09-23,87.8811264038086
2011-09-26,89.97097778320312
2011-09-27,90.9771728515625
2011-09-28,89.11956024169922
2011-09-29,89.82388305664062
2011-09-30,87.57925415039062
2011-10-03,85.08696746826172
2011-10-04,86.95231628417969
2011-10-05,88.562255859375
2011-10-06,90.16445922851562
2011-10-07,89.56072998046875
2011-10-10,92.55616760253906
2011-10-11,92.64904022216797
2011-10-12,93.46176147460938
2011-10-13,93.2760009765625
2011-10-14,94.87042999267578
2011-10-17,93.05927276611328
2011-10-18,94.8781967163086
2011-10-19,93.75587463378906
2011-10-20,94.16608428955078
2011-10-21,95.95406341552734
2011-10-24,97.13055419921875
2011-10-25,95.24197387695312
2011-10-26,96.20948028564453
2011-10-27,99.56095886230469
2011-10-28,99.53773498535156
2011-10-31,97.13831329345703
2011-11-01,94.42926025390625
2011-11-02,95.96952056884766
2011-11-03,97.71880340576172
2011-11-04,97.12283325195312
2011-11-07,97.72655487060547
2011-11-08,98.98046112060547
2011-11-09,95.32711791992188
2011-11-10,96.2249755859375
2011-11-11,98.03617095947266
2011-11-14,97.10736083984375
2011-11-15,97.58724975585938
2011-11-16,96.0392074584961
2011-11-17,94.514404296875
2011-11-18,94.41378784179688
